#& Sector Superlayer T0Correction T0Error
1	 1	 -0.355006	 0.182029
1	 2	 -0.119334	 0.168936
1	 3	 -0.350253	 0.248524
1	 4	 -0.190805	 0.250767
1	 5	 0.500236	 0.367041
1	 6	 -0.765145	 0.444441
2	 1	 -0.369465	 0.172607
2	 2	 -0.418527	 0.166430
2	 3	 -0.407836	 0.263139
2	 4	 -0.749507	 0.245366
2	 5	 0.144035	 0.432507
2	 6	 -1.482308	 0.486253
3	 1	 -0.338349	 0.190243
3	 2	 -0.707918	 0.228455
3	 3	 -0.880136	 0.242462
3	 4	 -0.245343	 0.461105
3	 5	 -0.194645	 0.353330
3	 6	 -1.246073	 0.396278
4	 1	 -0.435687	 0.190746
4	 2	 -0.277518	 0.197691
4	 3	 -0.429846	 0.214684
4	 4	 -0.655669	 0.240106
4	 5	 -0.856554	 0.452194
4	 6	 -0.098572	 0.398482
5	 1	 0.015768	 0.167613
5	 2	 -0.396731	 0.194043
5	 3	 -0.177379	 0.247602
5	 4	 -0.346706	 0.214205
5	 5	 0.637604	 0.371347
5	 6	 -1.101767	 0.507835
6	 1	 0.020875	 0.175037
6	 2	 -0.307165	 0.202827
6	 3	 -0.708546	 0.265237
6	 4	 -0.666930	 0.449557
6	 5	 -0.417857	 0.413678
6	 6	 -0.670740	 0.447108
