#& Sector Superlayer T0Correction T0Error
1	 1	 -0.750873	 0.258332
1	 2	 -1.246803	 0.239897
1	 3	 -3.003209	 0.557435
1	 4	 -2.259914	 0.588480
1	 5	 -4.984225	 0.625366
1	 6	 -6.255104	 0.741201
2	 1	 -0.306851	 0.355993
2	 2	 -0.869844	 0.355430
2	 3	 -3.561837	 0.832194
2	 4	 -1.326471	 0.585197
2	 5	 -4.783850	 0.658256
2	 6	 -6.062812	 0.904216
3	 1	 -1.055642	 0.400941
3	 2	 0.227608	 0.382523
3	 3	 -1.652230	 0.622307
3	 4	 -2.724844	 0.712801
3	 5	 -4.279619	 0.891966
3	 6	 -2.250226	 0.706449
4	 1	 0.013940	 0.253770
4	 2	 -0.806881	 0.339991
4	 3	 -2.061594	 0.650846
4	 4	 -2.003863	 0.648440
4	 5	 -4.391260	 0.610158
4	 6	 -6.377457	 0.805428
5	 1	 0.028335	 0.393471
5	 2	 -0.594481	 0.364403
5	 3	 -1.981451	 0.495860
5	 4	 -1.948137	 0.641689
5	 5	 -2.655833	 0.576841
5	 6	 -3.084460	 0.690600
6	 1	 -0.794766	 0.235415
6	 2	 -1.718217	 0.363500
6	 3	 -3.565531	 0.649571
6	 4	 -3.548402	 0.579037
6	 5	 -4.079376	 0.682219
6	 6	 -5.696327	 0.850204
