#& Sector Superlayer T0Correction T0Error
1	 1	 -0.168401	 0.402638
1	 2	 -1.305989	 0.242846
1	 3	 -2.524206	 0.686093
1	 4	 -1.442101	 0.555537
1	 5	 -5.364463	 0.717782
1	 6	 -5.715551	 0.649911
2	 1	 -0.550407	 0.315559
2	 2	 -1.267148	 0.368613
2	 3	 -1.128701	 0.685433
2	 4	 -2.042771	 0.618787
2	 5	 -4.528340	 0.651680
2	 6	 -5.822463	 0.802599
3	 1	 -0.422840	 0.278412
3	 2	 0.066153	 0.393312
3	 3	 -1.941467	 0.696780
3	 4	 -2.015189	 0.686109
3	 5	 -4.112137	 0.823196
3	 6	 -4.224889	 0.968696
4	 1	 -1.020629	 0.290299
4	 2	 -0.156762	 0.314427
4	 3	 -2.158901	 0.663516
4	 4	 -3.419901	 0.605734
4	 5	 -4.396939	 0.778697
4	 6	 -3.194057	 0.623078
5	 1	 -0.442243	 0.252809
5	 2	 -0.229932	 0.354571
5	 3	 -1.158439	 0.453704
5	 4	 -2.677229	 0.621651
5	 5	 -2.277935	 0.597815
5	 6	 -2.724217	 0.723870
6	 1	 -0.703648	 0.282894
6	 2	 -1.388955	 0.352775
6	 3	 -2.277923	 0.587509
6	 4	 -1.451060	 0.593519
6	 5	 -4.801275	 0.830835
6	 6	 -3.914270	 0.769598
