#& Sector Superlayer T0Correction T0Error
1	 1	 -0.163470	 0.323668
1	 2	 -1.366108	 0.376986
1	 3	 -2.462807	 0.606097
1	 4	 -1.790657	 0.526032
1	 5	 -6.846714	 0.817447
1	 6	 -6.474997	 0.643853
2	 1	 -0.450406	 0.362803
2	 2	 -1.116624	 0.364488
2	 3	 -1.330619	 0.621379
2	 4	 -1.477606	 0.850749
2	 5	 -4.756688	 0.744409
2	 6	 -3.205794	 0.664983
3	 1	 -0.762081	 0.292957
3	 2	 -0.039531	 0.332349
3	 3	 -2.799992	 0.675206
3	 4	 -4.045199	 0.785217
3	 5	 -3.825155	 0.802018
3	 6	 -7.104694	 1.187939
4	 1	 -1.159915	 0.390458
4	 2	 -0.237523	 0.323022
4	 3	 -1.806841	 0.639859
4	 4	 -5.305488	 0.846977
4	 5	 -3.527766	 0.668434
4	 6	 -5.072677	 0.773611
5	 1	 -0.198803	 0.245938
5	 2	 -0.760090	 0.370191
5	 3	 -0.786243	 0.430623
5	 4	 -1.205127	 0.605631
5	 5	 -1.794069	 0.621577
5	 6	 -3.474965	 0.810498
6	 1	 -0.558264	 0.361158
6	 2	 -0.142121	 0.311611
6	 3	 -2.373038	 0.446179
6	 4	 -2.285351	 0.567281
6	 5	 -3.038538	 0.655194
6	 6	 -3.519837	 0.850289
