#& Sector Superlayer T0Correction T0Error
1	 1	 -0.169318	 0.324502
1	 2	 -0.464534	 0.345595
1	 3	 -0.157693	 0.325069
1	 4	 -0.713335	 0.390047
1	 5	 0.015934	 0.505840
1	 6	 0.694357	 0.404719
2	 1	 -0.377667	 0.297552
2	 2	 -0.302984	 0.287606
2	 3	 -0.070942	 0.354026
2	 4	 -0.061644	 0.396007
2	 5	 0.910326	 0.469446
2	 6	 0.230936	 0.452510
3	 1	 -0.352469	 0.357196
3	 2	 -0.133936	 0.283770
3	 3	 0.181994	 0.370950
3	 4	 -0.283029	 0.335599
3	 5	 -0.195471	 0.455741
3	 6	 -0.248761	 0.453444
4	 1	 -0.487357	 0.350642
4	 2	 0.138230	 0.259830
4	 3	 -0.346028	 0.373177
4	 4	 0.270317	 0.308689
4	 5	 -0.922994	 0.311558
4	 6	 -0.637492	 0.428835
5	 1	 0.146412	 0.320427
5	 2	 -0.020182	 0.254870
5	 3	 -0.569274	 0.364220
5	 4	 0.060654	 0.351004
5	 5	 -0.011598	 0.490247
5	 6	 -0.456362	 0.547877
6	 1	 -0.134617	 0.251657
6	 2	 0.163540	 0.265641
6	 3	 -0.780332	 0.359985
6	 4	 -0.509213	 0.363475
6	 5	 0.677382	 0.627532
6	 6	 0.774555	 0.561543
