#& sector superlayer component p1 p2 p3 p4
1	 1	 0	 -2193.439443	 0	 3087.778468	 -1359.239405	 396.232606	 0
1	 2	 0	 -2170.989882	 0	 3133.736028	 -1420.684769	 415.491087	 0
1	 3	 0	 -1021.206053	 0	 1974.178076	 -971.843763	 368.518057	 0
1	 4	 0	 -773.105112	 0	 1574.701028	 -809.402385	 365.030604	 0
1	 5	 0	 -278.832309	 0	 845.399021	 -583.296012	 339.382015	 0
1	 6	 0	 -259.046933	 0	 813.971209	 -569.373918	 337.276116	 0
2	 1	 0	 -2193.439443	 0	 3087.778468	 -1359.239405	 396.232606	 0
2	 2	 0	 -2170.989882	 0	 3133.736028	 -1420.684769	 415.491087	 0
2	 3	 0	 -1021.206053	 0	 1974.178076	 -971.843763	 368.518057	 0
2	 4	 0	 -773.105112	 0	 1574.701028	 -809.402385	 365.030604	 0
2	 5	 0	 -278.832309	 0	 845.399021	 -583.296012	 339.382015	 0
2	 6	 0	 -259.046933	 0	 813.971209	 -569.373918	 337.276116	 0
3	 1	 0	 -2193.439443	 0	 3087.778468	 -1359.239405	 396.232606	 0
3	 2	 0	 -2170.989882	 0	 3133.736028	 -1420.684769	 415.491087	 0
3	 3	 0	 -1021.206053	 0	 1974.178076	 -971.843763	 368.518057	 0
3	 4	 0	 -773.105112	 0	 1574.701028	 -809.402385	 365.030604	 0
3	 5	 0	 -278.832309	 0	 845.399021	 -583.296012	 339.382015	 0
3	 6	 0	 -259.046933	 0	 813.971209	 -569.373918	 337.276116	 0
4	 1	 0	 -2193.439443	 0	 3087.778468	 -1359.239405	 396.232606	 0
4	 2	 0	 -2170.989882	 0	 3133.736028	 -1420.684769	 415.491087	 0
4	 3	 0	 -1021.206053	 0	 1974.178076	 -971.843763	 368.518057	 0
4	 4	 0	 -773.105112	 0	 1574.701028	 -809.402385	 365.030604	 0
4	 5	 0	 -278.832309	 0	 845.399021	 -583.296012	 339.382015	 0
4	 6	 0	 -259.046933	 0	 813.971209	 -569.373918	 337.276116	 0
5	 1	 0	 -2193.439443	 0	 3087.778468	 -1359.239405	 396.232606	 0
5	 2	 0	 -2170.989882	 0	 3133.736028	 -1420.684769	 415.491087	 0
5	 3	 0	 -1021.206053	 0	 1974.178076	 -971.843763	 368.518057	 0
5	 4	 0	 -773.105112	 0	 1574.701028	 -809.402385	 365.030604	 0
5	 5	 0	 -278.832309	 0	 845.399021	 -583.296012	 339.382015	 0
5	 6	 0	 -259.046933	 0	 813.971209	 -569.373918	 337.276116	 0
6	 1	 0	 -2193.439443	 0	 3087.778468	 -1359.239405	 396.232606	 0
6	 2	 0	 -2170.989882	 0	 3133.736028	 -1420.684769	 415.491087	 0
6	 3	 0	 -1021.206053	 0	 1974.178076	 -971.843763	 368.518057	 0
6	 4	 0	 -773.105112	 0	 1574.701028	 -809.402385	 365.030604	 0
6	 5	 0	 -278.832309	 0	 845.399021	 -583.296012	 339.382015	 0
6	 6	 0	 -259.046933	 0	 813.971209	 -569.373918	 337.276116	 0
