#& Sector Superlayer Slot Cable T0Correction T0Error
1	 1	 1	 1	 0.393277	 0.026925
1	 1	 1	 2	 1.816475	 0.017755
1	 1	 1	 3	 1.525563	 0.011387
1	 1	 1	 4	 -0.657210	 0.609480
1	 1	 1	 5	 1.856665	 0.016166
1	 1	 1	 6	 2.214183	 0.017966
1	 1	 2	 1	 0.324403	 0.491165
1	 1	 2	 2	 0.448148	 0.513462
1	 1	 2	 3	 3.332150	 0.015370
1	 1	 2	 4	 2.155157	 0.015429
1	 1	 2	 5	 -0.485106	 1.325013
1	 1	 2	 6	 1.741935	 1.035147
1	 1	 3	 1	 2.199673	 0.016101
1	 1	 3	 2	 2.950943	 1.013493
1	 1	 3	 3	 0.196765	 0.667278
1	 1	 3	 4	 1.627629	 0.019505
1	 1	 3	 5	 3.633120	 0.020104
1	 1	 3	 6	 2.151579	 1.146065
1	 1	 4	 1	 2.727510	 0.021526
1	 1	 4	 2	 1.877596	 1.181912
1	 1	 4	 3	 -0.551986	 0.746379
1	 1	 4	 4	 -0.324670	 0.739845
1	 1	 4	 5	 2.310480	 0.024544
1	 1	 4	 6	 1.717906	 1.466237
1	 1	 5	 1	 3.942090	 0.027855
1	 1	 5	 2	 1.802995	 0.031542
1	 1	 5	 3	 0.472982	 1.851686
1	 1	 5	 4	 1.142857	 1.817924
1	 1	 5	 5	 3.703250	 0.039272
1	 1	 5	 6	 3.371429	 1.609518
1	 1	 6	 1	 0.400000	 2.593234
1	 1	 6	 2	 2.202667	 2.163042
1	 1	 6	 3	 2.448485	 2.388506
1	 1	 6	 4	 -4.642424	 5.518333
1	 1	 6	 5	 3.626900	 0.082849
1	 1	 6	 6	 4.160180	 0.100727
1	 1	 7	 1	 -0.559345	 2.505206
1	 1	 7	 2	 -16.552061	 12.042973
1	 1	 7	 3	 2.480984	 4.701736
1	 1	 7	 4	 -3.266798	 5.749155
1	 1	 7	 5	 1.828915	 0.131229
1	 1	 7	 6	 2.967920	 0.220162
1	 2	 1	 1	 -21.022222	 5.420118
1	 2	 1	 2	 -19.148800	 0.019937
1	 2	 1	 3	 -19.786636	 1.871573
1	 2	 1	 4	 -20.389898	 2.016111
1	 2	 1	 5	 -19.834500	 0.020968
1	 2	 1	 6	 -19.378100	 0.017526
1	 2	 2	 1	 -19.639200	 0.017882
1	 2	 2	 2	 -19.103700	 0.016686
1	 2	 2	 3	 -22.891001	 3.029126
1	 2	 2	 4	 -21.435866	 2.503869
1	 2	 2	 5	 -20.212900	 0.017910
1	 2	 2	 6	 -21.018696	 2.376513
1	 2	 3	 1	 -20.698200	 0.017321
1	 2	 3	 2	 -21.847774	 2.828072
1	 2	 3	 3	 -20.743802	 2.254030
1	 2	 3	 4	 -20.817382	 2.359358
1	 2	 3	 5	 -21.687407	 2.770495
1	 2	 3	 6	 -19.569000	 0.026564
1	 2	 4	 1	 -20.163900	 0.022660
1	 2	 4	 2	 -22.254264	 3.085501
1	 2	 4	 3	 -23.942416	 4.030818
1	 2	 4	 4	 -22.154217	 3.129696
1	 2	 4	 5	 -24.420258	 5.026353
1	 2	 4	 6	 -21.885714	 3.420811
1	 2	 5	 1	 -20.341500	 0.031412
1	 2	 5	 2	 -23.160866	 3.262483
1	 2	 5	 3	 -20.131400	 0.035246
1	 2	 5	 4	 -21.000000	 3.762078
1	 2	 5	 5	 -21.554141	 2.972143
