#& sector superlayer component p1 p2 p3 p4
1	 1	 0	 -2223.675057	 0	 3117.612586	 -1361.997755	 394.465375	 0
1	 2	 0	 -2014.653224	 0	 2927.254632	 -1332.156628	 402.459598	 0
1	 3	 0	 -1053.109266	 0	 2004.902358	 -972.875837	 369.149424	 0
1	 4	 0	 -972.320468	 0	 1892.597585	 -945.711737	 381.196827	 0
1	 5	 0	 -256.225720	 0	 793.509665	 -546.747536	 331.339413	 0
1	 6	 0	 -246.438026	 0	 791.237165	 -557.329165	 335.014148	 0
2	 1	 0	 -2223.675057	 0	 3117.612586	 -1361.997755	 394.465375	 0
2	 2	 0	 -2014.653224	 0	 2927.254632	 -1332.156628	 402.459598	 0
2	 3	 0	 -1053.109266	 0	 2004.902358	 -972.875837	 369.149424	 0
2	 4	 0	 -972.320468	 0	 1892.597585	 -945.711737	 381.196827	 0
2	 5	 0	 -256.225720	 0	 793.509665	 -546.747536	 331.339413	 0
2	 6	 0	 -246.438026	 0	 791.237165	 -557.329165	 335.014148	 0
3	 1	 0	 -2223.675057	 0	 3117.612586	 -1361.997755	 394.465375	 0
3	 2	 0	 -2014.653224	 0	 2927.254632	 -1332.156628	 402.459598	 0
3	 3	 0	 -1053.109266	 0	 2004.902358	 -972.875837	 369.149424	 0
3	 4	 0	 -972.320468	 0	 1892.597585	 -945.711737	 381.196827	 0
3	 5	 0	 -256.225720	 0	 793.509665	 -546.747536	 331.339413	 0
3	 6	 0	 -246.438026	 0	 791.237165	 -557.329165	 335.014148	 0
4	 1	 0	 -2223.675057	 0	 3117.612586	 -1361.997755	 394.465375	 0
4	 2	 0	 -2014.653224	 0	 2927.254632	 -1332.156628	 402.459598	 0
4	 3	 0	 -1053.109266	 0	 2004.902358	 -972.875837	 369.149424	 0
4	 4	 0	 -972.320468	 0	 1892.597585	 -945.711737	 381.196827	 0
4	 5	 0	 -256.225720	 0	 793.509665	 -546.747536	 331.339413	 0
4	 6	 0	 -246.438026	 0	 791.237165	 -557.329165	 335.014148	 0
5	 1	 0	 -2223.675057	 0	 3117.612586	 -1361.997755	 394.465375	 0
5	 2	 0	 -2014.653224	 0	 2927.254632	 -1332.156628	 402.459598	 0
5	 3	 0	 -1053.109266	 0	 2004.902358	 -972.875837	 369.149424	 0
5	 4	 0	 -972.320468	 0	 1892.597585	 -945.711737	 381.196827	 0
5	 5	 0	 -256.225720	 0	 793.509665	 -546.747536	 331.339413	 0
5	 6	 0	 -246.438026	 0	 791.237165	 -557.329165	 335.014148	 0
6	 1	 0	 -2223.675057	 0	 3117.612586	 -1361.997755	 394.465375	 0
6	 2	 0	 -2014.653224	 0	 2927.254632	 -1332.156628	 402.459598	 0
6	 3	 0	 -1053.109266	 0	 2004.902358	 -972.875837	 369.149424	 0
6	 4	 0	 -972.320468	 0	 1892.597585	 -945.711737	 381.196827	 0
6	 5	 0	 -256.225720	 0	 793.509665	 -546.747536	 331.339413	 0
6	 6	 0	 -246.438026	 0	 791.237165	 -557.329165	 335.014148	 0
