#& Sector Superlayer T0Correction T0Error
1	 1	 0.245465	 0.257288
1	 2	 -0.713103	 0.301763
1	 3	 -0.275781	 0.481930
1	 4	 -1.417433	 0.396020
1	 5	 -1.282289	 0.463497
1	 6	 -2.654663	 0.564315
2	 1	 -0.169762	 0.245705
2	 2	 -0.321101	 0.244088
2	 3	 -0.474785	 0.436316
2	 4	 -0.942602	 0.368423
2	 5	 -1.274470	 0.476450
2	 6	 -0.925398	 0.456085
3	 1	 -0.616907	 0.161718
3	 2	 -0.303793	 0.331289
3	 3	 -0.062540	 0.387814
3	 4	 -0.564532	 0.372517
3	 5	 -1.597109	 0.457044
3	 6	 -1.754089	 0.552088
4	 1	 -0.195771	 0.286655
4	 2	 0.004192	 0.224949
4	 3	 -0.607193	 0.382904
4	 4	 -1.748453	 0.362644
4	 5	 -1.260974	 0.448459
4	 6	 -2.613750	 0.441170
5	 1	 -0.533664	 0.148499
5	 2	 -0.461261	 0.309088
5	 3	 -0.450452	 0.300871
5	 4	 -0.926558	 0.456372
5	 5	 0.501931	 0.435584
5	 6	 0.027797	 0.444438
6	 1	 -0.422542	 0.303291
6	 2	 -0.080151	 0.230588
6	 3	 -1.083323	 0.314739
6	 4	 -1.568068	 0.477295
6	 5	 -1.796337	 0.604759
6	 6	 -0.145081	 0.520942
