#& Sector Superlayer Slot Cable T0Correction T0Error
1	 1	 1	 1	 1.512757	 1.858230
1	 1	 1	 2	 1.808913	 1.186452
1	 1	 1	 3	 2.321871	 0.949981
1	 1	 1	 4	 -1.021333	 1.316257
1	 1	 1	 5	 2.040059	 0.946971
1	 1	 1	 6	 2.199491	 0.954763
1	 1	 2	 1	 1.327700	 1.030740
1	 1	 2	 2	 1.425984	 1.066127
1	 1	 2	 3	 2.865830	 0.971850
1	 1	 2	 4	 2.174470	 1.116193
1	 1	 2	 5	 3.108837	 1.000620
1	 1	 2	 6	 4.084590	 0.016242
1	 1	 3	 1	 2.094815	 1.066577
1	 1	 3	 2	 4.594667	 1.611157
1	 1	 3	 3	 1.131403	 0.990383
1	 1	 3	 4	 2.351089	 1.119994
1	 1	 3	 5	 2.297181	 1.155604
1	 1	 3	 6	 2.325926	 2.034953
1	 1	 4	 1	 1.415070	 1.035222
1	 1	 4	 2	 2.754717	 1.263523
1	 1	 4	 3	 -1.763593	 1.730029
1	 1	 4	 4	 0.305669	 1.505159
1	 1	 4	 5	 3.447134	 1.132645
1	 1	 4	 6	 3.251613	 1.415271
1	 1	 5	 1	 -0.525174	 1.516544
1	 1	 5	 2	 1.514286	 1.589573
1	 1	 5	 3	 2.901718	 1.568271
1	 1	 5	 4	 2.389021	 1.342077
1	 1	 5	 5	 3.681778	 2.765386
1	 1	 5	 6	 -1.353269	 3.517894
1	 1	 6	 1	 3.609877	 3.437913
1	 1	 6	 2	 -2.395699	 5.667803
1	 1	 6	 3	 1.906100	 2.043770
1	 1	 6	 4	 2.876190	 4.478926
1	 1	 6	 5	 2.247928	 2.559832
1	 1	 6	 6	 1.060317	 4.060295
1	 1	 7	 1	 6.579710	 4.713004
1	 1	 7	 2	 -3.226895	 6.199517
1	 1	 7	 3	 3.496710	 0.126261
1	 1	 7	 4	 -13.315942	 20.037076
1	 1	 7	 5	 2.700015	 0.131229
1	 1	 7	 6	 3.839020	 0.220162
1	 2	 1	 1	 -19.650450	 6.208347
1	 2	 1	 2	 -17.354987	 1.941266
1	 2	 1	 3	 -19.001170	 2.321050
1	 2	 1	 4	 -18.427100	 2.076894
1	 2	 1	 5	 -18.064303	 1.828412
1	 2	 1	 6	 -19.636697	 2.454320
1	 2	 2	 1	 -19.551501	 2.343637
1	 2	 2	 2	 -17.653333	 1.881292
1	 2	 2	 3	 -23.414747	 3.897437
1	 2	 2	 4	 -20.084414	 2.880466
1	 2	 2	 5	 -19.648604	 2.595640
1	 2	 2	 6	 -19.697500	 0.018158
1	 2	 3	 1	 -18.920502	 2.261512
1	 2	 3	 2	 -22.113940	 2.519870
1	 2	 3	 3	 -21.386922	 3.248921
1	 2	 3	 4	 -19.330496	 2.585614
