#& Sector Superlayer Slot Cable T0Correction T0Error
1	 1	 1	 1	 2.185798	 0.026925
1	 1	 1	 2	 3.608996	 0.017755
1	 1	 1	 3	 3.318084	 0.011387
1	 1	 1	 4	 2.235938	 0.014589
1	 1	 1	 5	 3.649186	 0.016166
1	 1	 1	 6	 4.006704	 0.017966
1	 1	 2	 1	 3.098277	 0.004691
1	 1	 2	 2	 3.201639	 0.011439
1	 1	 2	 3	 5.124671	 0.015370
1	 1	 2	 4	 3.947678	 0.015429
1	 1	 2	 5	 4.580341	 0.016019
1	 1	 2	 6	 5.006011	 0.016242
1	 1	 3	 1	 3.992194	 0.016101
1	 1	 3	 2	 6.666331	 0.023866
1	 1	 3	 3	 3.420447	 0.017734
1	 1	 3	 4	 3.420150	 0.019505
1	 1	 3	 5	 5.425641	 0.020104
1	 1	 3	 6	 5.168601	 0.021515
1	 1	 4	 1	 4.520031	 0.021526
1	 1	 4	 2	 5.693731	 0.023417
1	 1	 4	 3	 2.035041	 0.035467
1	 1	 4	 4	 2.448521	 0.022901
1	 1	 4	 5	 4.103001	 0.024544
1	 1	 4	 6	 5.319791	 0.028295
1	 1	 5	 1	 5.734611	 0.027855
1	 1	 5	 2	 3.595516	 0.031542
1	 1	 5	 3	 5.542361	 0.033236
1	 1	 5	 4	 5.929281	 0.036712
1	 1	 5	 5	 5.495771	 0.039272
1	 1	 5	 6	 5.959321	 0.042458
1	 1	 6	 1	 6.320031	 0.063593
1	 1	 6	 2	 6.152101	 0.030817
1	 1	 6	 3	 5.721811	 0.065940
1	 1	 6	 4	 4.375661	 0.055702
1	 1	 6	 5	 5.419421	 0.082849
1	 1	 6	 6	 5.952701	 0.100727
1	 1	 7	 1	 6.286231	 0.102668
1	 1	 7	 2	 7.434601	 0.153868
1	 1	 7	 3	 4.418131	 0.126261
1	 1	 7	 4	 7.131121	 0.043473
1	 1	 7	 5	 3.621436	 0.131229
1	 1	 7	 6	 4.760441	 0.220162
1	 2	 1	 1	 -19.141895	 0.015213
1	 2	 1	 2	 -18.311895	 0.019937
1	 2	 1	 3	 -19.145495	 0.020746
1	 2	 1	 4	 -18.873595	 0.033656
1	 2	 1	 5	 -18.997595	 0.020968
1	 2	 1	 6	 -18.541195	 0.017526
1	 2	 2	 1	 -18.802295	 0.017882
1	 2	 2	 2	 -18.266795	 0.016686
1	 2	 2	 3	 -20.262395	 0.016662
1	 2	 2	 4	 -20.365995	 0.016433
1	 2	 2	 5	 -19.375995	 0.017910
1	 2	 2	 6	 -19.665695	 0.018158
1	 2	 3	 1	 -19.861295	 0.017321
1	 2	 3	 2	 -18.158795	 0.031051
1	 2	 3	 3	 -19.694295	 0.020154
1	 2	 3	 4	 -19.180995	 0.021081
1	 2	 3	 5	 -18.721695	 0.022248
1	 2	 3	 6	 -18.732095	 0.026564
1	 2	 4	 1	 -19.326995	 0.022660
1	 2	 4	 2	 -19.265395	 0.024665
1	 2	 4	 3	 -20.189095	 0.023390
1	 2	 4	 4	 -19.170895	 0.026681
1	 2	 4	 5	 -19.098295	 0.027085
1	 2	 4	 6	 -18.679395	 0.036670
1	 2	 5	 1	 -19.504595	 0.031412
1	 2	 5	 2	 -19.291595	 0.038390
1	 2	 5	 3	 -19.294495	 0.035246
1	 2	 5	 4	 -19.872095	 0.036730
1	 2	 5	 5	 -18.433995	 0.036861
1	 2	 5	 6	 -19.333495	 0.045449
1	 2	 6	 1	 -19.707895	 0.050838
1	 2	 6	 2	 -18.946795	 0.058813
1	 2	 6	 3	 -20.063195	 0.063557
1	 2	 6	 4	 -20.254495	 0.075553
1	 2	 6	 5	 -20.120495	 0.075428
1	 2	 6	 6	 -19.153795	 0.105442
1	 2	 7	 1	 -20.287395	 0.102732
1	 2	 7	 2	 -19.194495	 0.143885
1	 2	 7	 3	 -19.866295	 0.142191
1	 2	 7	 4	 -21.053695	 0.135391
1	 2	 7	 5	 -19.596495	 0.176544
1	 2	 7	 6	 -21.894895	 0.152579
1	 3	 1	 1	 -14.624729	 3.818290
1	 3	 1	 2	 -13.413229	 0.073424
1	 3	 1	 3	 -15.975129	 0.032217
1	 3	 1	 4	 -15.957529	 0.029691
1	 3	 1	 5	 -15.633029	 0.027174
1	 3	 1	 6	 -14.966229	 0.027887
1	 3	 2	 1	 -16.198429	 0.028137
1	 3	 2	 2	 -15.206929	 0.026589
1	 3	 2	 3	 -16.405729	 0.028799
1	 3	 2	 4	 -15.382329	 0.024747
1	 3	 2	 5	 -14.629229	 0.027208
1	 3	 2	 6	 -14.855629	 0.028262
1	 3	 3	 1	 -16.093729	 0.027344
1	 3	 3	 2	 -15.306929	 0.043382
1	 3	 3	 3	 -15.302529	 0.033937
1	 3	 3	 4	 -15.648729	 0.034081
1	 3	 3	 5	 -15.181529	 0.032697
1	 3	 3	 6	 -14.109329	 0.035054
1	 3	 4	 1	 -14.820529	 0.038213
1	 3	 4	 2	 -14.847229	 0.040526
1	 3	 4	 3	 -15.102229	 0.048464
1	 3	 4	 4	 -15.558029	 0.045850
1	 3	 4	 5	 -13.734829	 0.052486
1	 3	 4	 6	 -14.520329	 0.052187
1	 3	 5	 1	 -13.653029	 0.062650
1	 3	 5	 2	 -14.484629	 0.068546
1	 3	 5	 3	 -14.212729	 0.070909
1	 3	 5	 4	 -14.205329	 0.077177
1	 3	 5	 5	 -13.298729	 0.124744
1	 3	 5	 6	 -13.818529	 0.123062
1	 3	 6	 1	 -14.918629	 0.154873
1	 3	 6	 2	 -15.440829	 0.111099
1	 3	 6	 3	 -14.129229	 0.170783
1	 3	 6	 4	 -15.182329	 0.131280
1	 3	 6	 5	 -14.582329	 0.558248
1	 3	 6	 6	 -15.584629	 0.941267
1	 3	 7	 1	 -14.652429	 0.053604
1	 3	 7	 2	 -14.392829	 0.317304
1	 3	 7	 3	 -18.870629	 0.710913
1	 3	 7	 4	 -20.076729	 0.994972
1	 3	 7	 5	 -18.665629	 1.749730
1	 3	 7	 6	 -21.644329	 3.606850
1	 4	 1	 1	 -24.508478	 14.528700
1	 4	 1	 2	 -17.621578	 0.162276
1	 4	 1	 3	 -16.165378	 0.051202
1	 4	 1	 4	 -17.009178	 0.036478
1	 4	 1	 5	 -16.258778	 0.026415
1	 4	 1	 6	 -16.070878	 0.028198
1	 4	 2	 1	 -17.359378	 0.025591
1	 4	 2	 2	 -16.530378	 0.026129
1	 4	 2	 3	 -16.832578	 0.026461
1	 4	 2	 4	 -17.408478	 0.026922
1	 4	 2	 5	 -16.897078	 0.028957
1	 4	 2	 6	 -17.234378	 0.031303
1	 4	 3	 1	 -16.415778	 0.031482
1	 4	 3	 2	 -18.025478	 0.033037
1	 4	 3	 3	 -17.698778	 0.031253
1	 4	 3	 4	 -16.965878	 0.036175
1	 4	 3	 5	 -16.479378	 0.036323
1	 4	 3	 6	 -16.151578	 0.040724
1	 4	 4	 1	 -16.859178	 0.039475
1	 4	 4	 2	 -16.664078	 0.040450
1	 4	 4	 3	 -17.148078	 0.046094
1	 4	 4	 4	 -18.082278	 0.044147
1	 4	 4	 5	 -16.406978	 0.049521
1	 4	 4	 6	 -16.370078	 0.055545
1	 4	 5	 1	 -17.590578	 0.059031
1	 4	 5	 2	 -18.096578	 0.067481
1	 4	 5	 3	 -17.006978	 0.072034
1	 4	 5	 4	 -17.298978	 0.087903
1	 4	 5	 5	 -16.860078	 0.108222
1	 4	 5	 6	 -16.327078	 0.124205
1	 4	 6	 1	 -17.569578	 0.102324
1	 4	 6	 2	 -18.501978	 0.116043
1	 4	 6	 3	 -17.188078	 0.166741
1	 4	 6	 4	 -19.254978	 0.328302
1	 4	 6	 5	 -18.781378	 0.375588
1	 4	 6	 6	 -18.694978	 0.125591
1	 4	 7	 1	 -16.224278	 0.180590
