#& sector superlayer component v0 deltanm tmax distbeta delta_bfield_coefficient b1 b2 b3 b4 delta_T0 c1 c2 c3
1	 1	 0	 0.003362	 0	 149.421695	 0.022813	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004153	 0
1	 2	 0	 0.003892	 0	 161.141169	 0.029279	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004219	 0
1	 3	 0	 0.004655	 0	 296.559362	 0.042723	 0.246560	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003169	 0
1	 4	 0	 0.004532	 0	 329.253089	 0.043304	 0.258470	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.002980	 0
1	 5	 0	 0.003367	 0	 638.782399	 0.044689	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001741	 0
1	 6	 0	 0.003306	 0	 703.921766	 0.044058	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001622	 0
2	 1	 0	 0.003362	 0	 149.421695	 0.022813	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004153	 0
2	 2	 0	 0.003892	 0	 161.141169	 0.029279	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004219	 0
2	 3	 0	 0.004655	 0	 296.559362	 0.042723	 0.246560	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003169	 0
2	 4	 0	 0.004532	 0	 329.253089	 0.043304	 0.258470	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.002980	 0
2	 5	 0	 0.003367	 0	 638.782399	 0.044689	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001741	 0
2	 6	 0	 0.003306	 0	 703.921766	 0.044058	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001622	 0
3	 1	 0	 0.003362	 0	 149.421695	 0.022813	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004153	 0
3	 2	 0	 0.003892	 0	 161.141169	 0.029279	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004219	 0
3	 3	 0	 0.004655	 0	 296.559362	 0.042723	 0.246560	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003169	 0
3	 4	 0	 0.004532	 0	 329.253089	 0.043304	 0.258470	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.002980	 0
3	 5	 0	 0.003367	 0	 638.782399	 0.044689	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001741	 0
3	 6	 0	 0.003306	 0	 703.921766	 0.044058	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001622	 0
4	 1	 0	 0.003362	 0	 149.421695	 0.022813	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004153	 0
4	 2	 0	 0.003892	 0	 161.141169	 0.029279	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004219	 0
4	 3	 0	 0.004655	 0	 296.559362	 0.042723	 0.246560	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003169	 0
4	 4	 0	 0.004532	 0	 329.253089	 0.043304	 0.258470	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.002980	 0
4	 5	 0	 0.003367	 0	 638.782399	 0.044689	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001741	 0
4	 6	 0	 0.003306	 0	 703.921766	 0.044058	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001622	 0
5	 1	 0	 0.003362	 0	 149.421695	 0.022813	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004153	 0
5	 2	 0	 0.003892	 0	 161.141169	 0.029279	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004219	 0
5	 3	 0	 0.004655	 0	 296.559362	 0.042723	 0.246560	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003169	 0
5	 4	 0	 0.004532	 0	 329.253089	 0.043304	 0.258470	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.002980	 0
5	 5	 0	 0.003367	 0	 638.782399	 0.044689	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001741	 0
5	 6	 0	 0.003306	 0	 703.921766	 0.044058	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001622	 0
6	 1	 0	 0.003362	 0	 149.421695	 0.022813	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004153	 0
6	 2	 0	 0.003892	 0	 161.141169	 0.029279	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.004219	 0
6	 3	 0	 0.004655	 0	 296.559362	 0.042723	 0.246560	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.003169	 0
6	 4	 0	 0.004532	 0	 329.253089	 0.043304	 0.258470	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.002980	 0
6	 5	 0	 0.003367	 0	 638.782399	 0.044689	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001741	 0
6	 6	 0	 0.003306	 0	 703.921766	 0.044058	 0.000000	 0.400000	 -2.000000	 10.000000	 -6.500000	 0	 0.660000	 0.001622	 0
