#& sector superlayer component p1 p2 p3 p4
1	 1	 0	 -2887.152656	 0	 4719.312453	 -2486.809227	 613.303388	 0
1	 2	 0	 -2286.771860	 0	 4095.633309	 -2411.134540	 656.758505	 0
1	 3	 0	 -2237.915387	 0	 4153.629710	 -2111.605218	 501.417214	 0
1	 4	 0	 -829.182272	 0	 1643.079765	 -853.676209	 375.415115	 0
1	 5	 0	 -356.432602	 0	 1029.073280	 -734.248586	 377.682694	 0
1	 6	 0	 -347.444414	 0	 1015.094389	 -699.641184	 361.172999	 0
2	 1	 0	 -2887.152656	 0	 4719.312453	 -2486.809227	 613.303388	 0
2	 2	 0	 -2286.771860	 0	 4095.633309	 -2411.134540	 656.758505	 0
2	 3	 0	 -2237.915387	 0	 4153.629710	 -2111.605218	 501.417214	 0
2	 4	 0	 -829.182272	 0	 1643.079765	 -853.676209	 375.415115	 0
2	 5	 0	 -356.432602	 0	 1029.073280	 -734.248586	 377.682694	 0
2	 6	 0	 -347.444414	 0	 1015.094389	 -699.641184	 361.172999	 0
3	 1	 0	 -2887.152656	 0	 4719.312453	 -2486.809227	 613.303388	 0
3	 2	 0	 -2286.771860	 0	 4095.633309	 -2411.134540	 656.758505	 0
3	 3	 0	 -2237.915387	 0	 4153.629710	 -2111.605218	 501.417214	 0
3	 4	 0	 -829.182272	 0	 1643.079765	 -853.676209	 375.415115	 0
3	 5	 0	 -356.432602	 0	 1029.073280	 -734.248586	 377.682694	 0
3	 6	 0	 -347.444414	 0	 1015.094389	 -699.641184	 361.172999	 0
4	 1	 0	 -2887.152656	 0	 4719.312453	 -2486.809227	 613.303388	 0
4	 2	 0	 -2286.771860	 0	 4095.633309	 -2411.134540	 656.758505	 0
4	 3	 0	 -2237.915387	 0	 4153.629710	 -2111.605218	 501.417214	 0
4	 4	 0	 -829.182272	 0	 1643.079765	 -853.676209	 375.415115	 0
4	 5	 0	 -356.432602	 0	 1029.073280	 -734.248586	 377.682694	 0
4	 6	 0	 -347.444414	 0	 1015.094389	 -699.641184	 361.172999	 0
5	 1	 0	 -2887.152656	 0	 4719.312453	 -2486.809227	 613.303388	 0
5	 2	 0	 -2286.771860	 0	 4095.633309	 -2411.134540	 656.758505	 0
5	 3	 0	 -2237.915387	 0	 4153.629710	 -2111.605218	 501.417214	 0
5	 4	 0	 -829.182272	 0	 1643.079765	 -853.676209	 375.415115	 0
5	 5	 0	 -356.432602	 0	 1029.073280	 -734.248586	 377.682694	 0
5	 6	 0	 -347.444414	 0	 1015.094389	 -699.641184	 361.172999	 0
6	 1	 0	 -2887.152656	 0	 4719.312453	 -2486.809227	 613.303388	 0
6	 2	 0	 -2286.771860	 0	 4095.633309	 -2411.134540	 656.758505	 0
6	 3	 0	 -2237.915387	 0	 4153.629710	 -2111.605218	 501.417214	 0
6	 4	 0	 -829.182272	 0	 1643.079765	 -853.676209	 375.415115	 0
6	 5	 0	 -356.432602	 0	 1029.073280	 -734.248586	 377.682694	 0
6	 6	 0	 -347.444414	 0	 1015.094389	 -699.641184	 361.172999	 0
